 TARGET_BOOK	TARGET_LINE	TARGET_TEXT	SOURCE_BOOK	SOURCE_LINE	SOURCE_TEXT	TYPE	AUTH	NOTES
1	458	Atridas ... et	1	159	Μενελάῳ ... τε		Knauer	
1	459	Constitit ... et lacrimans	9	14	ἵστατο δάκρυ χέων ... τε		Knauer	constitit and ἵστατο, here, would seem to mean "stop" and "stand" respectively, but both can have the former meaning, so I have included it here. While δάκρυ χέων certainly suggests crying, it is not as direct as lacrimans.  It is debatable whether terris and πέτρης should also be included. τε would also seem to be past Knauer's citation for the first half of the line only.  
1	465	largoque umectat flumine voltum	16	3	δάκρυα ... χέων ... τε κρήνη		Knauer	Metaphorical and indirect language- no real 1:1 relationship with the words, though obviously related.  Even κρήνη holds more of a connotation as a "spring" or "fountain" than a "river." largoque is only included for "que" and τε would also seem to be past Knauer's citation for the first half of the line only. 
1	465	gemens ... umectat flumine voltum	18	32	ὀδύρετο δάκρυα λείβων		Knauer	gemens and ὀδύρετο are the only directly parallel words here.  umectat flumine voltum and δάκρυα λείβων are certainly suggestive of the same thing, as above, but there are no direct 1:1 relationships between these words. 
1	466	videbat ... fugerent Graii ... premeret Troiana ... instaret	14	13	στῆ ... εἴσιδεν ... ὀρινομένους ... κλονέοντας ... Τρῶας ... Ἀχαιῶν		Knauer	It is debatable whether hac ... hac and τοὺς μὲν ... τοὺς δὲ, as both would signify "on the one hand" and "on the other hand," though the former is referencing place while the latter is referencing the people.  The technical meaning of ὀρινομένους would seem to be "driven in flight" whereas fugerent is fleeing itself.  instaret means "stand upon" and therefore "threaten/pursue" whereas στῆ is simply "stand."  Graii, of course, is less specific than Ἀχαιῶν
1	466	videbat ... fugerent Graii ... premeret Troiana ... instaret	15	6	στῆ ... ἴδε ... Τρῶας ... Ἀχαιοὺς ... ὀρινομένους ... κλονέοντας ... Ἀργείους		Knauer	It is debatable whether hac ... hac and τοὺς μὲν ... τοὺς δὲ, as both would signify "on the one hand" and "on the other hand," though the former is referencing place while the latter is referencing the people.
1	467	fugerent Graii	18	148	 Ἀχαιοὶ ... φεύγοντες		Knauer	Graii, of course, is less specific than Ἀχαιοὶ
1	467	Troiana iuventus	17	581	Τρώων ... ἑταίρων		Knauer	I have included both iuventus and ἑταίρων because both can mean "pupil," though neither seem to have this connotation here.  
1	467	Troiana iuventus 	17	589	Τρώων ... ἑταῖρον		Knauer	This should be taken with the three passages above, though separated by a colon. I have included both iuventus and ἑταίρων because both can mean "pupil," though neither seem to have this connotation here.  
1	468	hac ... instaret	21	3	ἔνθα ... δίωκε		Knauer	hac means "here" while ἔνθα means "there," but both, when doubled, can mean "in this place" and "in that place."   
1	472	equos 	10	436	ἵππους		Knauer	Greek separated from previous by a period
1	469	tentoria ... equos	10	464	ἵππους ... εὐνάς		Knauer	Greek separated from previous by much
1	470	 somno	10	471	εὗδον 		Knauer	Greek separated from previous by a period.
1	472	equos 	10	473	ἵπποι		Knauer	Greek separated from previous by a colon. 
1	469	Rhesi ... equos	10	474	Ῥῆσος ... ἵπποι		Knauer	Greek separated from previous by a period. 
1	471	Tydides ... equos	10	477	Διόμηδες ... ἵπποι		Knauer	Greek separated from previous by a colon. 
1	472	equos 	10	480	ἵππους		Knauer	Greek separated from previous by a period.
1	471	vastabat ... equos	10	481	ἔναιρε ... ἵπποι		Knauer	Greek separated from previous by a colon. 
1	472	equos 	10	491	ἵπποι		Knauer	Greek separated from previous by a colon. 
1	470	 somno	10	496	ὄναρ		Knauer	Greek separated from previous by a colon. 
1	472	avertit equos	10	498	ἵππους ... ἐξήλαυνεν		Knauer	" " a period.
1	471	Tydides ... Troiae	10	509	Τυδέος υἱὲ ... Τρῶας		Knauer	" " a colon.
1	472	equos 	10	513	 ἵππων 		Knauer	" " a period.
1	471	Tydides ... vastabat	10	489	Τυδεΐδης ... πλήξειε		Knauer	vastabat more means "destroy" while πλήξειε connotes "striking."  Both, of course, amount to the same thing for the victim.  
1	472	equos in pabula gustassent	10	568	φάτνῃ ἐφ᾽ ἱππείῃ ... ἵπποι πυρὸν ἔδοντες:		Knauer	it is debatable whether ardentis should be included and compared with ὠκύποδες.  The former means "burning" while the latter means "swift-footed."  I was uncertain whether to include φάτνῃ, "manger" to correspond with pabula, πυρὸν, "wheat," or both.
1	472	ardentisque avertit equos	2	838	φέρον ἵπποι αἴθωνες		Knauer	φέρω can mean "carry off" without any added prefix.  
1	472	ardentisque avertit equos	12	96	φέρον ἵπποι αἴθωνες		Knauer	φέρω can mean "carry off" without any added prefix.  
1	474	Troilus ... curruque	24	257	καὶ Τρωΐλον ἱππιοχάρμην		Knauer	
1	476	equis curruque lora tenens	11	159	ἵπποι ... ὄχεα ... ἡνιόχους		Knauer	Complicated by the fact that ἡνιόχους contains the words for "reins" and "hold" (ἡνία and ἔχω), and thus means "charioteer."
1	476	equis curruque	15	452	ὀχέων ... δέ ἵπποι ... ὄχεα		Knauer	
1	477	 cervixque comaeque trahuntur ... terram ... pulvis	22	401	ἑλκομένοιο κονίσαλος ... δὲ χαῖται ... κάρη ... κονίῃσι		Knauer	huic is interesting here because it would seem to be a dative of possession.  While the genitive τοῦ ... ἑλκομένοιο would seem to be a genitive absolute or a genitive of source, the possessive qualities of the case could be seen as related to huic, here.  I have not included huic because of the complexity of such a hypothetical allusion.  I have included cervix and κάρη because of the close relationship between the two body parts.  I have chosen to include terram with the two Greek words for dust due to its relationship with dust.  
1	479	ad templum ibant	6	286	μολοῦσα ποτὶ μέγαρ᾽		Knauer	This and the following eight entries should be taken together
1	479	ad templum ibant	6	297	νηὸν ἵκανον Ἀθήνης		Knauer	" " much
1	479	Pallidis ... Iliades	6	300	Τρῶες ... Ἀθηναίης		Knauer	" " a colon.
1	479	Palladis ... ferebant ... palmis	6	301	Ἀθήνῃ χεῖρας ἀνέσχον		Knauer	" " a period.
1	479	Palladis crinibus ... peplumque ferebat	6	302	πέπλον ἑλοῦσα ... Ἀθηναίης ... ἠϋκόμοιο		Knauer	" " a colon.
1	479	Palladis ... Iliades	6	305	Ἀθηναίη ... Τρώων ἀλόχους		Knauer	" " a colon.  ἀλόχους specifies that these are the "wives of the Trojans" while Iliades simply means "Trojan women."
1	479	Palladis ... aversa	6	311	ἀνένευε .. Παλλὰς Ἀθήνη		Knauer	" " a period. Latin words separated from each other by a semicolon.  aversa can have a connotation of "back" in addition to "away," so I have included it has a parallel with ἀνένευε.  Both, at any rate, signify Athena's rejection of the situation.  
1	479	templum ... Palladis crinibus ... peplumque	6	271	πέπλον ... μεγάρῳ ... Ἀθηναίης ... ἠϋκόμοιο		Knauer	I also debated whether to include ferebant and θὲς.
1	479	templum ... Palladis crinibus ... peplumque	6	90	πέπλον ... μεγάρῳ ... Ἀθηναίης ... ἠϋκόμοιο		Knauer	I also debated whether to include ferebant and θεῖναι
1	483	Ter circum ... raptaverat Hectora	24	15	Ἕκτορα ... ἕλκεσθαι ... τρὶς ... ἐρύσας περὶ 		Knauer	
1	487	manus Priamum	24	477	Πρίαμος ... χερσὶν ... χεῖρας		Knauer	
1	488	principibus permixtum	20	338	πρώτοισι μάχεσθαι:		Knauer	permixtum can mean "to engage in battle."
1	488	Se ... principibus permixtum	13	642	αὐτὸς ... προμάχοισιν ἐμίχθη.		Knauer	
1	488	permixtum adgnovit	5	85	γνοίης ... μετείη		Knauer	
1	493	viris concurrere	3	189	ἦλθον ... ἀντιάνειραι:		Knauer	concurrere can mean "come together" and so I included it as a parallel with ἦλθον.  The Amazons are referenced in the Latin, but the terms in the line are bellatrix and virgo.  
1	493	 viris	6	186	ἀντιανείρας.		Knauer	The Amazons are referenced in the Latin, but the terms in the line are bellatrix and virgo.  
1	502	pertemptant gaudia pectus:	14	156	χαῖρε ... θυμῷ		Knauer	Complicated, because χαῖρε means "rejoice," whereas the Latin, pertemptant gaudia pectus, means "joy assail my hear heart/chest.  
1	502	tacitum ... gaudia pectus	18	556	σιωπῇ ... γηθόσυνος κῆρ		Knauer	Though gaudia is a noun, whereas γηθόσυνος is an adjective.
1	525	prohibe ... navibus ignis	16	301	νηῶν ... ἀπωσάμενοι ... πῦρ		Knauer	
1	531	ubere glaebae	9	141	οὖθαρ ἀρούρης		Knauer	
1	531	ubere glaebae	9	283	οὖθαρ ἀρούρης		Knauer	
1	544	rex ... iustior ... bello maior et armis	3	178	κρείων ... βασιλεύς τ᾽ ἀγαθὸς κρατερός τ᾽ αἰχμητής		Knauer	Tricky, because the sense is the same while the a couple words do not match up perfectly.  "just" as opppose to "good," a "strong fighter" versus someone who is "better in war and in arms."  
1	546	aura aetheria	13	837	αἰθέρα		Knauer	
1	551	subducere classem,	14	75	νῆες ... εἰρύαται ... ἕλκωμεν		Knauer	
1	556	habet ... iam 	3	243	ἤδη κάτεχεν		Knauer	
1	559	cuncti ... fremebant	1	22	πάντες ἐπευφήμησαν		Knauer	
1	559	cuncti ... fremebant	1	376	πάντες ἐπευφήμησαν		Knauer	
1	561	voltum demissa	3	217	κατὰ χθονὸς ὄμματα πήξας,		Knauer	Complicated because the Latin means "having been sent down in respect to her countenance," i.e. "lowered her face/gaze," while the Greek technically reads "Having fixed his eyes on the ground."  Same general sense, slightly different literal sense.  
1	582	quae ... animo	24	197	τί ... φρεσὶν		Knauer	
1	586	Vix ... fatus ... cum	10	540	οὔ πω ... εἴρητο ... ὅτ᾽		Knauer	
1	589	os umerosque deo similis	2	478	καὶ κεφαλὴν ἴκελος Διὶ		Knauer	umerosque is only included for the que
1	603	Di tibi ... digna ferant.	23	650	σοὶ ... θεοὶ ... μενοεικέα δοῖεν.		Knauer	
1	608	convexa ... polus	8	411	πολυπτύχου Οὐλύμποιο		Knauer	complicated because neither of these are direct parallels.  convexa can refer to the hollows the vaileys, while Οὐλύμποιο can be used to signify "heaven."  πολυπτύχου means "of many folds," and so, "of many valleys."
1	613	obstipuit ... aspectu	24	631	θαύμαζεν ... ὄψίν		Knauer	The Greek has "Priam of Dardanus" and the Latin has "Dido of Sidon."  Place-name epithets, but obviously unrelated.  ὄψίν comes after the line cited by Knauer, though still of the same sentence, so it is possible that only  obstipuit and θαύμαζεν should be entered here. 
1	617	Aeneas quem Dardanio Anchisae ... Venus Phrygii genuit	2	819	Δαρδανίων ... Ἀγχίσαο Αἰνείας τὸν ... Ἀγχίσῃ τέκε ... Ἀφροδίτη Ἴδης		Knauer	Mount Ida is, of course, in Phrygia.  
1	618	alma ... Simoentis	4	474	θαλερὸν Σιμοείσιον		Knauer	
1	618	genuit Simoentis ...undam	12	18	ποταμῶν ... εἰσαγαγόντες.		Knauer	I was unsure which Latin word to include, as unda is wave, while Simoentis is the river itself.  Both genuit and εἰσαγαγόντες can have the connotation of "bringing forth," though slightly different.  
1	624	regesque Pelasgi.	10	429	 δῖοί τε Πελασγοί,		Knauer	 δῖοί means "heavenly," but can also mean "noble."  I was unsure whether this could have a close enough "royal" connation with reges.  
1	644	rapidum ad navis	10	54	ῥίμφα ... παρὰ νῆας		Knauer	
1	650	ornatus ... Helenae quos illa ... extulerat	6	289	πέπλοι ... τὰς αὐτὸς ... ἤγαγε ... Ἑλένην		Knauer	
1	650	Argivae Helenae quos ... Mycenis,	2	161	Ἀργείην Ἑλένην ἧς ... Ἀχαιῶν		Knauer	I am unsure whether Mycenis should be included with Ἀχαιῶν.  
1	652	extulerat matris	3	238	γείνατο μήτηρ		Knauer	
1	654	maxima natarum	6	252	θυγατρῶν ... ἀρίστην		Knauer	
1	655	auroque coronam.	22	470	κρήδεμνόν θ᾽ ... χρυσῆ		Knauer	
1	681	super ... sede	2	549	ἐν ... νηῷ		Knauer	
1	690	gaudens incedit	4	272	παρῴχετο γηθόσυνος		Knauer	
1	690	gaudens incedit	4	326	παρῴχετο γηθόσυνος		Knauer	
1	691	At Venus ... dea tollit ...dulci	3	380	δ᾽ ... ἐξήρπαξ  ... Ἀφροδίτη ... θεός εὐώδεϊ		Knauer	The words adspirans, "breathing," and ἠέρι, "air" are also used. εὐώδεϊ means "sweet-smelling"
1	691	quietem inrigat	2	19	κέχυθ᾽ ὕπνος		Knauer	
1	693	mollis floribus et 	14	348	ὑάκινθον ... καὶ μαλακόν		Knauer	The Latin plant mentioned is amaracus, "marjoram."  I have included ὑάκινθον, "hyacinth," as a specific flower (floribus), but the words for clover and saffron are also present in the Greek.  
1	700	stratoque super discumbitur ostro	9	200	εἷσεν ... ἐν κλισμοῖσι ... τε πορφυρέοισιν.		Knauer	
1	723	Postquam epulis	1	469	ἐπεὶ ἐδητύος		Knauer	
1	724	crateras ... vina coronant	1	470	κρητῆρας ἐπεστέψαντο ποτοῖο		Knauer	
1	724	crateras ... vina coronant	9	175	κρητῆρας ἐπεστέψαντο ποτοῖο		Knauer	
1	724	crateras ... statuunt	6	528	κρητῆρα στήσασθαι		Knauer	
1	724	crateras ... vina	8	232	κρητῆρας ... οἴνοιο,		Knauer	
1	728	auroque ... pateram	4	3	χρυσέοις δεπάεσσι		Knauer	
1	728	auroque ... pateram	9	670	ρυσέοισι κυπέλλοις 		Knauer	
1	731	Iuppiter ... loquuntur ... esse	19	95	Ζεὺς ... φασ᾽ ἔμμεναι 		Knauer	This and the following entry should be taken together. 
1	734	et ... Iuno	19	96	καὶ  ... Ἥρη		Knauer	Latin separated from previous by a period, Greek separated from previous by a colon. 
1	734	laetitiae Bacchus	14	325	Διώνυσον ... χάρμα		Knauer	
1	736	Dixit ... laticum libavit honorem,	16	231	εὔχετ᾽ ... λεῖβε ... οἶνον		Knauer	Complicated by the fact that the "wine" in Latin is literally "liquid honor"
1	736	Dixit, et in mensam laticum libavit honorem,	24	306	εὔχετ᾽ ... λεῖβε ... οἶνον		Knauer	
1	742	lunam solisque labores;	18	484	ἠέλιόν τ᾽ ἀκάμαντα σελήνην τε,		Knauer	ἀκάμαντα comes from κάμνω, "to labor."
1	744	Arcturum ... Hyadas ... Triones	18	486	Ὑάδας ... Ἄρκτόν		Knauer	Ἄρκτόν, "bear," i.e. "Ursa Major."  The Latin has Arcturum, or "Bearward," a star in another constellation, which is immediately next to Ursa Major.  Triones is also a reference to Ursa Major and Minor
1	752	Diomedis equi	10	568	Διομήδεος ἵπποι		Knauer	
1	752	nunc quales Diomedis equi	5	260			Knauer	I have chosen not to scan this expanse of Greek text for each occurrence of the parallels for these four Latin words.  Most of them will be unigrams, due to sentence division.  On briefly skimming, horses are mentioned often.  
1	752	nunc quales Diomedis equi	23	290	Διομήδης ἵππους ... οὕς		Knauer	οὕς, of course, does not have the connotation of quality as quales.  It, perhaps, should be omitted. 
1	752	nunc quales Diomedis equi	23	377	Διομήδεος ... ἵπποι		Knauer	
1	752	nunc quales Diomedis equi	4	370	Τυδέος υἱὲ ...  ἱπποδάμοιο		Knauer	
1	752	nunc quales Diomedis equi	5	126	οἷον ... ἱππότα Τυδεύς		Knauer	
1	752	Diomedis equi	9	711	Διομήδεος ἱπποδάμοιο.		Knauer	
1	752	nunc ... Achilles.	24	629	ἤτοι ... Ἀχιλῆα		Knauer	
1	753	Immo age et ... dic ... nobis	10	384	ἀλλ᾽ ἄγε μοι ... εἰπὲ καὶ		Knauer	
